brand;model_year;milage;fuel_type;engine;transmission;ext_col;int_col;accident;clean_title;price_dollar;horsepower;cylinders;age;milage_k;log_price;accident_bin
Mazda;2015;91700;Gasoline;155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Red;Black;None reported;Yes;12000;155;4;10;92;9.392661928770137;0
Mitsubishi;2011;94500;Gasoline;291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;27000;291;4;14;94;10.203592144986466;0
Chevrolet;2014;196300;E85 Flex Fuel;320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability;Automatic;Black;Black;None reported;Yes;10995;320;8;11;196;9.305195902988862;0
Land;2015;175000;Gasoline;340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;19500;340;6;10;175;9.878169744551839;0
Chevrolet;2015;159000;Gasoline;355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;At least 1 accident or damage reported;Yes;26900;355;8;10;159;10.19988156558993;1
Chevrolet;2016;74000;Gasoline;455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;32000;455;8;9;74;10.373491181781864;0
Chevrolet;2011;82963;Hybrid;332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid;Automatic;White;Black;None reported;Yes;20995;332;8;14;83;9.952039593118293;0
Nissan;2019;59980;Gasoline;390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;None reported;Yes;29000;390;8;6;60;10.275051108968611;0
BMW;2017;25000;Gasoline;567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Red;At least 1 accident or damage reported;Yes;65000;567;8;8;25;11.082142548877775;1
BMW;2012;126000;Gasoline;326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;12700;326;6;13;126;9.449357272446683;1
Toyota;2020;37428;Gasoline;381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;61599;381;8;5;37;11.028400915623608;0
Volkswagen;2014;99499;Gasoline;210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;15000;210;4;11;99;9.615805480084347;1
Honda;2012;90742;Gasoline;192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel;Automatic;Gray;Gray;None reported;Yes;12980;192;4;13;91;9.471164990258082;0
Land;2014;125000;E85 Flex Fuel;510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability;Automatic;White;Brown;At least 1 accident or damage reported;Yes;22500;510;8;11;125;10.021270588192511;1
Hyundai;2018;71669;Gasoline;240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Blue;Black;None reported;Yes;20000;240;4;7;72;9.903487552536127;0
Jaguar;2018;16002;Gasoline;550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Red;None reported;Yes;74900;550;8;7;16;11.22390916950531;0
Toyota;2014;86000;Gasoline;260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Black;None reported;Yes;41500;260;6;11;86;10.63344870621879;0
Toyota;2019;56000;Gasoline;381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel;Automatic;Blue;Black;None reported;Yes;42000;381;8;6;56;10.645424897265505;0
RAM;2017;41789;Gasoline;395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel;Automatic;Green;Black;At least 1 accident or damage reported;Yes;42500;395;8;8;42;10.657259354912508;1
Ford;2014;60109;E85 Flex Fuel;160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability;Automatic;Gray;Black;None reported;Yes;9499;160;4;11;60;9.158941808890182;0
Mercedes-Benz;2020;48000;Gasoline;255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;49995;255;4;5;48;10.819678279409949;0
Acura;2008;122000;Gasoline;286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Gray;Beige;None reported;Yes;11500;286;6;17;122;9.350102314351341;0
Land;2012;102800;Gasoline;385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Gold;Brown;None reported;Yes;16000;385;8;13;103;9.680344001221918;0
Mazda;2019;69771;Gasoline;227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel;Automatic;Black;Red;None reported;Yes;27500;227;4;6;70;10.221941283654663;0
Ford;2021;28260;Gasoline;450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Blue;None reported;Yes;72950;450;6;4;28;11.197529553950933;0
Honda;2020;6025;Gasoline;205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel;Manual;Gray;Gray;None reported;Yes;27500;205;4;5;6;10.221941283654663;0
Hyundai;2018;32697;Gasoline;147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Gray;Gray;At least 1 accident or damage reported;Yes;15900;147;4;7;33;9.674074388208323;1
Ford;2001;239000;Gasoline;310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel;Automatic;White;–;None reported;Yes;8000;310;10;24;239;8.987196820661973;0
Jaguar;2017;34150;Gasoline;380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;45999;380;6;8;34;10.736374936104498;0
Pontiac;2006;100545;Gasoline;201.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Gray;Black;None reported;Yes;5995;201;6;19;101;8.698681067461614;0
Toyota;2007;162000;Gasoline;239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;23977;239;6;18;162;10.08485031650177;0
Chevrolet;2015;102200;Gasoline;355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;None reported;Yes;25000;355;8;10;102;10.126631103850338;0
Bentley;2013;18950;Gasoline;500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;77999;500;8;12;19;11.264451285076724;0
Mercedes-Benz;2015;16000;Gasoline;302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Red;At least 1 accident or damage reported;Yes;30500;302;6;10;16;10.325481962595504;1
Cadillac;2022;19250;Gasoline;420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;86999;420;8;3;19;11.373651903317787;0
BMW;2015;65000;Gasoline;300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;None reported;Yes;24995;300;6;10;65;10.12643108384767;0
MINI;2007;110022;Gasoline;172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel;Manual;Silver;Black;None reported;Yes;6250;172;4;18;110;8.740336742730447;0
Bentley;2012;79089;E85 Flex Fuel;567.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability;Automatic;White;Beige;None reported;Yes;46999;567;12;13;79;10.757881603870102;0
Lexus;2023;2533;Gasoline;301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;64900;301;8;2;3;11.080602902692181;0
Audi;2014;96273;Gasoline;280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;At least 1 accident or damage reported;Yes;15495;280;6;11;96;9.648272670221848;1
GMC;2009;137000;Gasoline;295.0HP 4.8L 8 Cylinder Engine Gasoline Fuel;Automatic;Red;–;None reported;Yes;20000;295;8;16;137;9.903487552536127;0
Nissan;2009;60747;Gasoline;480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel;Automatic;White;–;At least 1 accident or damage reported;Yes;71999;480;6;16;61;11.184407509012852;1
Dodge;2007;36500;Gasoline;210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Gray;None reported;Yes;16000;210;6;18;36;9.680344001221918;0
Ford;2021;19590;Gasoline;315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Gray;None reported;Yes;54999;315;6;4;20;10.915070282231135;0
Nissan;2015;16850;Gasoline;545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;95000;545;6;10;17;11.461632170582678;0
Chevrolet;2012;194000;Gasoline;138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel;Automatic;Gray;White;At least 1 accident or damage reported;Yes;4900;138;4;13;194;8.496990484098719;1
BMW;2018;81500;Gasoline;445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel;Automatic;White;White;None reported;Yes;41250;445;8;7;82;10.627406391762827;0
BMW;2015;58664;Gasoline;300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Gray;At least 1 accident or damage reported;Yes;20950;300;6;10;59;9.949893925350283;1
Mitsubishi;2004;145000;Gasoline;215.0HP 3.8L V6 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;None reported;Yes;8950;215;6;21;145;9.099408811268901;0
Lexus;2018;15055;Gasoline;416.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;59000;416;6;7;15;10.985292722887856;0
Tesla;2015;67647;Electric;422.0HP Electric Motor Electric Fuel System;Automatic;Blue;Beige;None reported;Yes;28000;422;0;10;68;10.239959789157341;0
Lexus;2021;915;Gasoline;471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Blue;White;None reported;Yes;159000;471;8;4;1;11.976659481202368;0
Mazda;2003;46873;Gasoline;142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel;Manual;Gray;Blue;None reported;Yes;11500;142;4;22;47;9.350102314351341;0
Cadillac;2021;53169;Gasoline;420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;81500;420;8;4;53;11.308358299228955;0
Lexus;2022;35700;Gasoline;301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel;Automatic;Silver;Gray;At least 1 accident or damage reported;Yes;51900;301;8;3;36;10.85707406915398;1
Nissan;2014;112600;Gasoline;260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;13000;260;6;11;113;9.472704636443673;1
BMW;2003;127273;Gasoline;333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel;Manual;Silver;Black;None reported;Yes;15000;333;6;22;127;9.615805480084347;0
Lexus;2007;189887;Gasoline;204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel;Automatic;White;–;At least 1 accident or damage reported;Yes;3995;204;6;18;190;8.292798858200374;1
BMW;2012;76465;Gasoline;315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;At least 1 accident or damage reported;Yes;22500;315;6;13;76;10.021270588192511;1
Mitsubishi;2007;136400;Gasoline;260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel;Automatic;Red;Gray;At least 1 accident or damage reported;Yes;6750;260;6;18;136;8.817297783866575;1
Ford;2004;79635;Gasoline;280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel;Automatic;Gray;Black;None reported;Yes;13500;280;8;21;80;9.51044496442652;0
Buick;2011;170000;Gasoline;288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;Gold;Beige;At least 1 accident or damage reported;Yes;4000;288;6;14;170;8.294049640102028;1
Ford;2018;67650;Gasoline;375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Gray;None reported;Yes;30000;375;6;7;68;10.308952660644293;0
Lexus;2016;119850;Gasoline;268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;None reported;Yes;19000;268;6;9;120;9.852194258148577;0
Acura;2008;116500;Gasoline;286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Manual;Red;Black;None reported;Yes;15999;286;6;17;116;9.680281499268713;0
BMW;2021;36905;Gasoline;382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Beige;None reported;Yes;50000;382;6;4;37;10.819778284410283;0
Jeep;2022;8400;Gasoline;285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;47000;285;6;3;8;10.757902880692196;1
Hummer;2003;149961;Gasoline;316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Beige;Beige;At least 1 accident or damage reported;Yes;12500;316;8;22;150;9.433483923290392;1
Mercedes-Benz;2014;84500;Gasoline;451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;41500;451;8;11;84;10.63344870621879;0
Mercedes-Benz;2016;96000;Gasoline;416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Blue;Brown;None reported;Yes;65000;416;8;9;96;11.082142548877775;0
Nissan;2009;88000;Gasoline;480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel;Automatic;White;White;At least 1 accident or damage reported;Yes;57000;480;6;16;88;10.950806546816688;1
Acura;2020;32500;Gasoline;206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel;Automatic;White;Red;None reported;Yes;32000;206;4;5;32;10.373491181781864;0
Audi;2016;71280;Gasoline;333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;None reported;Yes;22000;333;6;9;71;9.998797732340453;0
Porsche;2011;37200;Gasoline;300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Beige;None reported;Yes;27500;300;6;14;37;10.221941283654663;0
Maserati;2006;54082;Gasoline;390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel;Automatic;Blue;Beige;None reported;Yes;17000;390;8;19;54;9.740968623038354;0
Volvo;2022;7800;Plug-In Hybrid;455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas;Automatic;Black;Beige;None reported;Yes;66000;455;4;3;8;11.097410021008562;0
Jeep;2016;86250;Gasoline;285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;22000;285;6;9;86;9.998797732340453;0
BMW;2016;75479;Gasoline;445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;None reported;Yes;27899;445;8;9;75;10.236346124873199;0
BMW;2017;24650;Gasoline;445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;None reported;Yes;50000;445;8;8;25;10.819778284410283;0
Volkswagen;2013;102750;Gasoline;256.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Manual;Black;Black;None reported;Yes;20000;256;4;12;103;9.903487552536127;0
Alfa;2018;50000;Gasoline;280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Brown;Brown;None reported;Yes;27500;280;4;7;50;10.221941283654663;0
BMW;2017;72700;Gasoline;300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;Gray;Black;None reported;Yes;27499;300;6;8;73;10.221904919357126;0
BMW;2018;54293;Gasoline;567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Beige;At least 1 accident or damage reported;Yes;49000;567;8;7;54;10.799575577092764;1
Lexus;2018;16000;Gasoline;260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Brown;At least 1 accident or damage reported;Yes;30500;260;6;7;16;10.325481962595504;1
Lamborghini;2006;19500;Gasoline;493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel;Automatic;Green;Yellow;None reported;Yes;129000;493;10;19;20;11.76756768334381;0
BMW;2014;71000;Gasoline;240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;White;Black;At least 1 accident or damage reported;Yes;16700;240;4;11;71;9.723163998404846;1
BMW;2019;60000;Gasoline;335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;None reported;Yes;36500;335;6;6;60;10.505067539570582;0
Porsche;1998;75539;Gasoline;201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel;Manual;Blue;Beige;None reported;Yes;11995;201;6;27;76;9.392245175273795;0
Alfa;2017;36000;Gasoline;280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;White;Red;None reported;Yes;21000;280;4;8;36;9.95227771670556;0
Nissan;2016;42600;Gasoline;350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel;Automatic;Red;Black;At least 1 accident or damage reported;Yes;31950;350;6;9;43;10.371927459805681;1
Rivian;2023;211;Electric;835.0HP Electric Motor Electric Fuel System;Automatic;Blue;Black;None reported;Yes;99000;835;0;2;0;11.502875129116727;0
Ford;2019;64532;Hybrid;188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid;Automatic;Silver;Gray;At least 1 accident or damage reported;Yes;19395;188;4;6;65;9.872770579874068;1
BMW;2011;75500;Gasoline;300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;12975;300;6;14;76;9.470779708034089;0
Buick;2019;32000;Gasoline;197.0HP 2.5L 4 Cylinder Engine Gasoline Fuel;Automatic;Black;Beige;None reported;Yes;27000;197;4;6;32;10.203592144986466;0
Porsche;2013;98413;Gasoline;420.0HP 4.8L 8 Cylinder Engine Gasoline Fuel;Automatic;Green;Black;At least 1 accident or damage reported;Yes;34900;420;8;12;98;10.460242108190519;1
Audi;2022;9628;Gasoline;444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;78500;444;6;3;10;11.2708539037705;0
Jaguar;1999;15000;Gasoline;290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Green;Beige;None reported;Yes;16370;290;8;26;15;9.70320567036518;0
Lexus;2015;110000;Gasoline;270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;28000;270;6;10;110;10.239959789157341;0
Mercedes-Benz;2022;105;Diesel;161.0HP 2.0L 4 Cylinder Engine Diesel Fuel;Automatic;Black;Orange;None reported;Yes;200000;161;4;3;0;12.206072645530174;0
Toyota;2004;186117;Gasoline;245.0HP 4.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Beige;None reported;Yes;13000;245;6;21;186;9.472704636443673;0
Jeep;2002;103500;Gasoline;190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel;Manual;Yellow;Gray;None reported;Yes;12500;190;6;23;104;9.433483923290392;0
BMW;2011;43000;Gasoline;414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel;Manual;Black;Black;None reported;Yes;50900;414;8;14;43;10.837618202538614;0
BMW;2015;70700;Gasoline;445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel;Automatic;Blue;Black;At least 1 accident or damage reported;Yes;23000;445;8;10;71;10.043249494911286;1
Ford;2000;205000;Gasoline;310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel;Automatic;Black;Gray;At least 1 accident or damage reported;Yes;9950;310;10;25;205;9.205327830152639;1
Audi;2019;22300;Gasoline;349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Gray;None reported;Yes;38999;349;6;6;22;10.571291283757406;0
Ford;2017;104000;Gasoline;365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;19995;365;6;8;104;9.90323752128092;1
BMW;2022;15882;Gasoline;503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;Red;Silver;None reported;Yes;84995;503;6;3;16;11.350347710212871;0
Nissan;2017;31150;Gasoline;565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel;Automatic;Orange;Black;None reported;Yes;113000;565;6;8;31;11.635143097694478;0
Chrysler;2015;44000;E85 Flex Fuel;295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability;Automatic;White;Black;At least 1 accident or damage reported;Yes;12700;295;6;10;44;9.449357272446683;1
Hummer;2003;109000;Gasoline;316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Beige;Beige;None reported;Yes;17500;316;8;22;109;9.769956159911606;0
BMW;2020;31350;Gasoline;425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;Gray;Orange;None reported;Yes;62450;425;6;5;31;11.042121515553724;0
Audi;2021;30000;Hybrid;335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid;Automatic;Black;Black;None reported;Yes;62000;335;6;4;30;11.03488966402723;0
Land;2012;66500;Gasoline;385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;None reported;Yes;19950;385;8;13;66;9.90098442231801;0
Nissan;2012;96600;Gasoline;261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Beige;Black;At least 1 accident or damage reported;Yes;17000;261;6;13;97;9.740968623038354;1
Toyota;2015;198000;Gasoline;270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Gray;None reported;Yes;14000;270;6;10;198;9.546812608597396;0
Audi;2013;91877;Gasoline;333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Red;At least 1 accident or damage reported;Yes;24000;333;6;12;92;10.085809109330082;1
Ford;2018;45578;Gasoline;375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;White;–;None reported;Yes;45023;375;6;7;46;10.714928749290774;0
BMW;2015;54000;Gasoline;240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Manual;Black;Red;At least 1 accident or damage reported;Yes;19996;240;4;10;54;9.9032875325334615;1
Land;2020;52000;Hybrid;395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid;Automatic;Gray;Black;None reported;Yes;55000;395;6;5;52;10.915088464214607;0
Porsche;2008;132500;Gasoline;325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel;Manual;Black;Black;None reported;Yes;35000;325;6;17;132;10.46310334047155;0
Mercedes-Benz;2009;31370;Gasoline;518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Brown;None reported;Yes;65700;518;8;16;31;11.092854204472703;0
Chrysler;2008;67303;Gasoline;173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel;Automatic;Blue;Blue;None reported;Yes;4900;173;4;17;67;8.496990484098719;0
Chevrolet;2021;12000;Gasoline;490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel;Automatic;Blue;Black;At least 1 accident or damage reported;Yes;99900;490;8;4;12;11.511924964636645;1
Ford;2023;16500;Gasoline;275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel;Automatic;Blue;Gray;None reported;Yes;54000;275;4;2;16;10.896739325546411;0
RAM;2019;88000;Gasoline;280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Black;At least 1 accident or damage reported;Yes;39900;280;6;6;88;10.594131602877955;1
Ford;2018;18515;Gasoline;526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel;Manual;White;Black;At least 1 accident or damage reported;Yes;60867;526;8;7;19;11.01644643491116;1
Tesla;2018;92813;Electric;271.0HP Electric Motor Electric Fuel System;Automatic;Red;Black;None reported;Yes;30499;271;0;7;93;10.325449175172755;0
Land;2023;2100;Gasoline;523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel;Automatic;Gray;Beige;None reported;Yes;172000;523;8;2;2;12.05524975579559;0
Volvo;2019;58600;Gasoline;330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;White;White;At least 1 accident or damage reported;Yes;29000;330;4;6;59;10.275051108968611;1
Lexus;2015;74500;Gasoline;386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Red;None reported;Yes;33900;386;8;10;74;10.431170293368542;0
Tesla;2018;33500;Electric;518.0HP Electric Motor Electric Fuel System;Automatic;Gray;Black;None reported;Yes;51900;518;0;7;34;10.85707406915398;0
Cadillac;2023;222;Gasoline;310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;69000;310;6;2;0;11.141861783579396;0
Chevrolet;2007;75124;E85 Flex Fuel;310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability;Automatic;Red;Gray;None reported;Yes;16499;310;8;18;75;9.711055051991444;0
Chevrolet;2013;15500;Gasoline;430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Blue;None reported;Yes;45000;430;8;12;16;10.714417768752456;0
Audi;2020;34300;Hybrid;335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid;Automatic;Gray;Brown;None reported;Yes;52500;335;6;5;34;10.868568448579715;0
Honda;2019;82000;Gasoline;280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;None reported;Yes;32471;280;6;6;82;10.388102662282032;0
Porsche;2023;10000;Gasoline;453.0HP 4.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Gray;Black;None reported;Yes;145000;453;8;2;10;11.884489021402711;0
Cadillac;2005;96000;Gasoline;260.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;Beige;Brown;At least 1 accident or damage reported;Yes;4999;260;6;20;96;8.51699317141357;1
Dodge;2021;7751;Gasoline;370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;41950;370;8;4;8;10.644233711895351;0
Audi;2017;66250;Gasoline;605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Gray;Gray;At least 1 accident or damage reported;Yes;59200;605;8;8;66;10.988676820872097;1
Lexus;2012;109000;Hybrid;134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid;Automatic;White;Black;At least 1 accident or damage reported;Yes;14945;134;4;13;109;9.612132074718039;1
Hyundai;2015;60000;Gasoline;348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;17000;348;6;10;60;9.740968623038354;0
Tesla;2020;14700;Electric;778.0HP Electric Motor Electric Fuel System;Automatic;Gray;Black;None reported;Yes;63000;778;0;5;15;11.05089000537367;0
Mercedes-Benz;2022;9006;Gasoline;255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;56999;255;4;3;9;10.950789002803143;0
Toyota;2022;13400;Gasoline;228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;None reported;Yes;33499;228;4;3;13;10.419270866621346;0
Dodge;2018;78000;Gasoline;475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Black;At least 1 accident or damage reported;Yes;44700;475;8;7;78;10.707728780601661;1
Lexus;2013;134000;Gasoline;383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel;Automatic;Gray;Black;At least 1 accident or damage reported;Yes;29995;383;8;12;134;10.308785980087194;1
Kia;2013;104994;Hybrid;199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid;Automatic;Black;Beige;None reported;Yes;9000;199;4;12;105;9.104979856318357;0
Bentley;2016;31500;Gasoline;521.0HP 4.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Beige;None reported;Yes;103900;521;8;9;32;11.551184177087318;0
Alfa;2020;30000;Gasoline;280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Black;–;None reported;Yes;28900;280;4;5;30;10.271596874100524;0
Lexus;2023;490;Gasoline;409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;124999;409;6;2;0;11.736061016252439;0
Porsche;2020;18000;Electric;616.0HP Electric Motor Electric Fuel System;Automatic;Silver;Black;None reported;Yes;105000;616;0;5;18;11.56171562913966;0
